Region,Date,Total Sales Amount,Total Units Sold,Market Trend Index
South,2023-07-26,213384.04,3621,34.58
East,2023-07-20,187521.64,4849,83.52
West,2023-11-22,231886.8,2352,57.74
North,2023-03-30,104103.56,3769,72.94
South,2023-08-29,461422.25,3159,52.0
East,2023-08-06,290609.05,2391,81.64
West,2023-09-26,464977.31,3904,89.84
North,2023-01-30,480610.37,1854,96.13
South,2023-12-12,412506.11,4143,71.4
East,2023-08-25,194481.16,3119,99.99
West,2023-05-21,473591.58,4334,63.82
North,2023-02-08,296702.2,4919,4.61
South,2023-08-18,121001.3,2162,62.45
East,2023-12-14,439258.34,3805,51.0
West,2023-10-18,459610.87,1804,12.24
North,2023-02-26,183499.3,3761,28.33
South,2023-07-19,130118.78,3865,99.8
East,2023-10-05,200635.18,2550,9.26
West,2023-06-25,385361.28,4497,86.58
North,2023-10-05,178453.5,1857,43.55
South,2023-04-27,492761.32,4681,98.89
East,2023-07-19,420367.7,1009,7.48
West,2023-01-20,301002.91,2276,51.39
North,2023-05-13,377634.46,1791,58.92
South,2023-04-11,311696.41,4516,37.4
East,2023-07-05,123794.14,3425,25.41
West,2023-06-20,470042.68,3404,59.04
North,2023-09-11,234689.36,4346,36.25
South,2023-02-10,314744.67,4567,53.95
East,2023-10-21,283041.13,4811,20.12
West,2023-10-08,229082.97,4424,85.25
North,2023-12-09,164221.75,1989,26.05
South,2023-12-02,474273.15,2504,42.66
East,2023-04-04,411859.72,3873,35.05
West,2023-06-03,326056.01,2540,60.4
North,2023-04-17,366537.31,1770,93.03
South,2023-01-25,391659.45,2759,7.82
East,2023-08-31,239978.81,3930,52.67
West,2023-01-15,391936.14,3188,80.6
North,2023-10-07,400192.29,4448,18.55
South,2023-03-10,165680.32,2327,82.49
East,2023-04-24,104995.44,4557,34.71
West,2023-10-31,224004.87,3172,9.45
North,2024-01-01,378937.02,2821,1.14
South,2023-03-11,218015.72,1265,44.26
East,2023-04-11,136656.42,2175,53.23
West,2023-07-09,111249.97,3030,0.21
North,2023-12-05,139834.47,4766,96.67
South,2023-05-08,361578.39,3259,88.05
East,2023-09-07,453474.53,2187,83.27
West,2023-12-06,342165.56,1451,38.45
North,2023-12-23,310222.21,3269,50.36
South,2023-12-03,104827.76,1111,55.45
East,2023-02-11,100735.07,4363,19.38
West,2023-07-27,223706.16,3993,9.11
North,2023-07-17,381598.41,2907,46.62
South,2023-09-06,198733.01,1392,94.59
East,2023-02-17,119097.7,4984,16.84
West,2023-04-28,252777.93,4767,24.59
North,2023-01-14,209868.41,1172,18.35
South,2023-11-08,158265.75,4248,43.79
East,2023-05-20,268175.28,2308,83.67
West,2023-03-20,124616.69,3711,27.05
North,2023-02-25,306996.68,3660,54.76
South,2023-01-04,318754.43,1444,14.22
East,2023-08-27,133119.06,2999,44.29
West,2023-09-18,106119.08,4516,79.73
North,2023-08-29,236020.62,3162,35.48
South,2023-01-04,265158.57,3102,84.18
East,2023-09-11,433470.49,4014,69.51
West,2023-03-12,353040.35,3628,49.54
North,2023-03-10,123270.34,2688,47.54
South,2023-01-26,287944.3,3848,34.11
East,2023-11-05,469466.81,1186,9.38
West,2023-08-01,459963.87,2605,95.68
North,2023-04-10,474089.61,4989,83.28
South,2023-07-09,183881.35,2858,65.76
East,2023-11-27,308126.98,2338,54.39
West,2023-02-10,105279.9,2399,81.03
North,2023-07-25,206100.91,3502,35.42
South,2023-05-17,446962.63,4602,85.83
East,2023-10-04,384980.01,2878,32.96
West,2023-07-28,166375.63,3731,62.13
North,2023-02-14,494003.61,2396,34.7
South,2023-05-24,367831.88,2132,94.23
East,2023-02-28,355036.53,4211,36.91
West,2023-01-29,321432.51,4817,27.75
North,2023-12-03,483799.83,4983,25.58
South,2023-03-13,462289.4,3987,87.83
East,2023-02-28,170042.22,3302,82.97
West,2023-12-03,264793.85,3953,19.04
North,2023-10-29,229546.04,4057,62.98
South,2023-03-18,456313.97,2903,30.22
East,2023-02-10,441446.38,4639,70.4
West,2023-01-27,181747.82,3403,7.18
North,2023-05-10,477391.34,1830,23.76
South,2023-07-10,319642.32,1946,18.68
East,2023-06-03,379752.8,4962,18.29
West,2023-12-18,207476.75,1161,0.72
North,2023-05-20,434610.04,1348,57.77
South,2023-12-30,315920.29,2607,18.25
East,2023-02-13,127135.73,3728,58.25
West,2023-03-12,372737.98,1991,51.51
North,2023-12-26,484119.89,3866,7.18
South,2023-06-21,373890.89,4713,21.64
East,2023-02-11,100818.95,3275,28.4
West,2023-07-23,365871.33,4126,69.26
North,2023-05-07,116413.76,1266,30.44
South,2023-04-11,156607.62,4262,58.47
East,2023-11-21,149605.41,4390,4.93
West,2023-08-24,256984.42,1131,33.45
North,2023-06-21,156244.03,4090,84.79
South,2023-12-15,349018.58,1694,6.89
East,2023-12-27,134338.38,3903,46.21
West,2023-07-07,496764.9,4513,58.28
North,2023-11-07,297566.07,2831,8.68
South,2023-06-17,239070.39,2097,65.83
East,2023-11-16,357629.39,1862,81.37
West,2023-04-20,226993.79,1864,54.67
North,2023-05-09,411822.9,1995,81.19
South,2023-10-08,376386.86,4730,61.74
East,2023-01-09,446739.75,4523,56.57
West,2023-04-11,194670.59,1615,55.4
North,2023-11-03,435873.35,3702,55.68
South,2023-06-08,107574.22,4406,71.86
East,2023-07-04,277512.59,4813,11.52
West,2023-10-11,320861.75,1082,84.24
North,2023-05-21,253266.12,4102,95.21
South,2023-01-23,424531.18,1021,58.0
East,2023-09-12,183235.87,2419,97.07
West,2023-10-18,451250.68,4895,66.9
North,2023-07-12,275838.99,2153,43.42
South,2023-03-31,161885.18,2476,73.64
East,2023-09-07,306715.68,1427,6.99
West,2023-02-15,451452.85,4582,34.4
North,2023-01-01,141951.33,2713,91.87
South,2023-05-25,153593.43,4639,0.3
East,2023-12-15,419080.95,4573,27.8
West,2023-10-11,407889.74,2104,56.13
North,2023-04-29,385482.13,1358,76.65
South,2023-06-03,238165.45,2068,4.58
East,2023-12-24,214254.02,3057,60.78
West,2023-10-31,159154.75,4410,0.54
North,2023-07-26,389635.56,3967,36.56
South,2023-05-20,440407.88,2161,56.11
East,2023-10-16,387656.81,2523,81.1
West,2023-02-09,248943.34,1916,88.08
North,2023-08-12,438390.22,3250,56.13
South,2023-07-05,305943.45,4048,34.04
East,2023-03-25,444249.31,1989,5.57
West,2023-07-08,450680.03,2189,78.2
North,2023-06-03,238550.13,4739,36.0
South,2023-02-07,436744.95,4914,37.18
East,2023-02-26,455207.73,1142,22.31
West,2023-02-11,209788.04,4717,52.84
North,2023-08-21,469305.83,2888,25.42
South,2023-09-23,413231.66,4996,51.45
East,2023-01-02,321161.45,3607,18.28
West,2023-05-31,378473.14,4372,74.47
North,2023-07-02,308809.38,4671,4.78
South,2023-10-01,175837.78,2358,61.01
East,2023-08-09,359852.96,4430,41.29
West,2023-05-19,105675.16,2373,18.24
North,2023-04-03,407546.55,1456,32.07
South,2023-06-26,259225.58,4476,42.41
East,2023-08-03,369472.79,3860,71.23
West,2023-10-25,342632.63,3800,94.82
North,2023-07-13,185030.94,1422,74.32
South,2023-12-30,163917.45,1950,17.08
East,2023-11-20,466921.95,2989,46.61
West,2023-07-09,102026.09,1840,22.78
North,2023-05-14,111583.12,4349,39.47
South,2023-01-06,423099.52,4124,12.46
East,2023-07-10,497958.69,1512,29.86
West,2023-11-30,325884.15,3475,15.86
North,2023-04-30,280490.02,4349,53.04
South,2023-03-19,179878.45,4148,15.45
East,2023-09-30,276188.8,2013,97.11
West,2023-05-08,201553.5,3900,95.79
North,2023-01-22,153335.73,4112,97.96
South,2023-10-23,116607.45,3184,28.75
East,2023-12-07,243123.0,4990,6.73
West,2023-09-05,329815.47,3309,23.13
North,2023-05-13,290879.18,3991,64.36
South,2023-05-25,387399.89,1317,47.76
East,2023-01-26,138992.14,4375,30.71
West,2023-10-16,344689.64,2485,81.79
North,2023-03-31,379442.7,2491,21.96
South,2023-12-14,225737.05,2386,81.66
East,2023-08-11,171810.88,3005,57.37
West,2023-11-12,186802.16,4721,53.76
North,2023-08-23,175717.44,2123,84.97
South,2023-07-30,143429.97,3157,55.36
East,2023-02-01,314990.55,3929,61.98
West,2023-01-09,339400.73,1805,30.61
North,2023-04-05,427187.31,3193,24.62
South,2023-11-04,125714.73,3579,51.39
East,2023-01-20,420550.46,4567,41.81
West,2023-02-25,211363.63,3679,83.33
North,2023-08-20,190239.71,4092,5.14
South,2023-09-05,420676.15,2343,8.35
East,2023-10-08,381091.99,3197,7.8
West,2023-02-18,245397.29,4471,78.05
North,2023-03-30,327726.33,3294,28.0
South,2023-04-13,281944.59,2816,30.23
East,2023-12-21,254222.61,3576,57.71
West,2023-04-18,196728.34,4429,34.22
North,2023-03-02,393309.75,3718,5.89
South,2023-05-31,376791.37,3483,89.58
East,2023-07-27,253086.06,3859,4.19
West,2023-11-21,466256.36,2205,55.66
North,2023-06-05,394248.75,4746,36.05
South,2023-07-02,411756.7,2185,40.28
East,2023-08-18,402536.19,2757,9.57
West,2023-07-11,316932.62,2355,13.49
North,2023-05-13,443928.34,2776,76.85
South,2023-12-02,260484.58,2504,44.93
East,2023-07-18,253504.2,1970,26.98
West,2023-08-26,360487.45,4529,90.25
North,2023-05-09,130658.42,2605,98.06
South,2023-10-13,298678.69,3371,86.85
East,2023-02-02,432573.69,4556,25.03
West,2023-04-30,154496.45,4209,72.53
North,2023-04-30,439664.66,4274,60.7
South,2023-11-13,327536.98,2268,66.77
East,2023-07-19,410968.29,3868,44.36
West,2023-10-06,436657.01,1225,30.03
North,2023-01-04,312458.02,4270,73.13
South,2023-07-29,300317.52,2998,14.7
East,2023-06-03,295745.1,2332,4.45
West,2023-11-24,114734.33,2158,44.63
North,2023-11-02,204202.83,3325,40.62
South,2023-09-08,404350.31,1653,73.1
East,2023-10-23,347989.65,3660,18.28
West,2023-02-17,121074.18,3346,42.02
North,2023-05-29,317991.75,3098,36.02
South,2023-09-04,271484.51,2033,46.16
East,2023-04-19,117894.08,2630,54.39
West,2023-03-25,115877.9,1083,3.51
North,2023-06-01,471043.07,1024,97.68
South,2023-06-23,177645.24,4921,41.75
East,2023-01-17,163981.13,2303,31.12
West,2023-04-05,193983.73,4200,78.57
North,2023-02-17,170467.94,3895,98.26
South,2023-08-11,449761.09,1600,28.0
East,2023-07-30,104877.47,4948,32.05
West,2023-04-17,462738.08,4843,90.87
North,2023-08-27,100189.86,3330,35.28
South,2023-10-22,333297.69,1314,20.94
East,2023-06-14,275669.08,1312,23.34
West,2023-05-12,472652.56,2670,40.35
North,2023-01-10,353362.0,1014,92.57
South,2023-01-02,393279.01,2784,93.98
East,2023-03-19,473982.6,1556,26.3
West,2023-11-24,206620.2,4895,4.46
North,2023-03-24,450928.14,4370,1.66
South,2023-06-26,124030.34,1353,11.04
East,2023-05-24,167598.38,4466,56.21
West,2023-07-19,269051.83,2252,82.05
North,2023-10-28,325234.42,2011,21.45
South,2023-09-22,171561.91,4862,97.6
East,2023-06-19,485412.61,1582,7.84
West,2023-11-01,440030.65,3995,24.08
North,2023-03-01,485220.27,4758,46.83
South,2023-10-15,341837.83,4197,87.35
East,2023-01-01,358439.53,1469,79.71
West,2023-09-16,256118.43,4790,55.06
North,2023-08-14,473428.96,4824,14.71
South,2023-02-14,337000.18,2283,75.5
East,2023-07-22,245551.2,3077,80.07
West,2023-06-01,169380.8,1044,65.21
North,2023-05-02,280148.43,2893,25.46
South,2023-11-30,229842.37,4139,53.73
East,2023-06-07,330082.85,3111,8.66
West,2023-06-11,282866.44,1514,55.39
North,2023-04-04,347279.7,1501,41.89
South,2023-07-13,378688.92,2884,4.6
East,2023-06-16,266847.18,3591,86.41
West,2023-09-26,331960.16,3025,55.81
North,2023-02-23,143840.09,1200,73.55
South,2023-06-08,321204.22,2744,58.9
East,2023-02-23,288938.08,4539,67.6
West,2023-02-17,173883.72,2098,89.69
North,2023-12-12,294945.12,2249,94.9
South,2023-12-11,363328.75,3088,56.88
East,2023-03-25,416844.99,4169,33.91
West,2023-06-15,233673.43,2643,55.12
North,2023-10-07,344436.28,3384,62.63
South,2023-07-24,338760.06,3394,76.22
East,2023-03-03,243873.25,1515,56.44
West,2023-06-09,352690.16,2235,24.05
North,2023-07-25,442354.26,1063,25.74
South,2023-01-04,141945.59,3765,79.48
East,2023-11-25,425573.1,2092,95.59
West,2023-05-03,289140.87,3176,26.79
North,2023-08-24,232046.02,4071,89.74
South,2023-01-09,437980.95,1469,79.27
East,2023-11-02,381694.11,3210,9.23
West,2023-01-10,281364.99,2118,94.32
North,2023-01-07,399508.25,1516,39.04
South,2023-04-11,247438.38,1148,64.0
East,2023-11-06,393167.81,2091,90.1
West,2023-01-22,473495.95,3435,13.34
North,2023-11-05,248695.12,1970,15.44
South,2023-12-19,236383.27,1791,4.48
East,2023-02-23,180986.27,3320,64.41
West,2023-06-24,419352.75,4185,79.23
North,2023-03-06,432761.03,3644,18.26
South,2023-01-01,421576.48,3656,46.55
East,2023-11-13,204947.71,2962,98.79
West,2023-12-31,445966.92,1595,0.85
North,2023-04-15,360160.25,4276,2.57
South,2023-07-02,221744.12,3003,41.34
East,2023-02-15,200376.0,3705,34.56
West,2023-09-11,133894.35,3465,99.0
North,2023-09-17,348312.59,3425,23.68
South,2023-02-27,266521.74,3019,2.95
East,2023-12-02,109316.53,4661,43.63
West,2023-02-27,284184.11,4234,31.81
North,2023-12-22,104978.3,4429,98.68
South,2023-08-12,104294.16,4747,81.5
East,2023-07-05,389633.04,4106,22.19
West,2023-10-21,246807.52,3726,93.82
North,2023-03-25,421941.51,2275,86.73
South,2023-06-19,223305.13,3118,11.87
East,2023-04-25,138530.59,1171,31.0
West,2023-02-07,102947.38,2030,84.49
North,2023-05-09,124113.37,4761,95.21
South,2023-10-14,310844.53,4611,77.02
East,2023-04-17,158437.15,3426,27.55
West,2023-03-27,218310.61,2871,27.76
North,2023-08-08,459995.54,2168,35.89
South,2023-02-14,337468.91,3110,8.42
East,2023-05-24,403652.86,3285,9.48
West,2023-03-26,397071.42,1011,69.29
North,2023-04-28,119131.66,2401,62.67
South,2023-06-11,379355.39,4374,91.85
East,2023-12-19,390578.47,4554,89.92
West,2023-12-04,437264.36,4165,27.31
North,2023-10-18,393596.53,2626,66.0
South,2023-11-18,477665.36,1541,65.6
East,2023-06-24,333203.11,1262,89.7
West,2023-12-11,242711.92,1880,46.03
North,2023-03-28,214657.78,4601,12.81
South,2023-12-24,345704.48,3358,47.09
East,2023-12-27,390907.92,1100,71.94
West,2023-03-12,460833.36,3343,88.79
North,2023-03-13,337381.74,2399,51.17
South,2023-04-27,111334.83,3866,10.74
East,2023-08-05,311942.33,1233,82.18
West,2023-08-04,477546.69,3907,69.9
North,2023-10-21,372678.87,2300,62.85
South,2023-02-20,414694.22,1412,40.17
East,2023-12-19,354319.9,4186,21.28
West,2023-12-12,427871.98,1615,18.36
North,2023-05-10,308639.27,1228,73.06
South,2023-01-21,301084.98,1648,88.22
East,2023-04-30,338408.36,3656,5.1
West,2023-12-29,491925.54,4456,22.77
North,2023-01-10,441422.99,1511,4.62
South,2023-10-02,332199.54,1276,71.41
East,2023-10-11,124898.18,2064,27.87
West,2023-04-02,151094.27,4484,54.27
North,2023-05-02,295299.48,1564,55.96
South,2023-09-27,465500.97,2424,77.71
East,2023-07-09,394933.45,2374,25.12
West,2023-11-09,376894.0,3741,75.6
North,2023-04-27,189142.24,3523,10.99
South,2023-03-21,225159.99,1600,10.0
East,2023-05-04,469149.69,3066,81.47
West,2023-03-19,209376.23,3870,91.47
North,2023-09-13,327221.68,2367,45.71
South,2023-12-29,367279.37,2986,35.97
East,2023-06-09,428323.84,1751,33.5
West,2023-06-02,184131.22,3606,18.56
North,2023-09-17,189986.35,1023,20.9
South,2023-01-14,331946.41,2602,51.26
East,2023-10-31,429904.18,4807,60.57
West,2023-02-08,475278.32,1510,2.65
North,2023-05-29,206025.72,3567,30.61
South,2023-06-16,121760.49,3949,15.54
East,2023-12-05,248379.14,2169,51.91
West,2023-04-07,394408.47,4687,16.28
North,2023-11-06,141942.83,3425,63.48
South,2023-07-02,195582.67,1165,96.26
East,2023-09-07,207440.01,1721,95.48
West,2023-04-23,440129.31,2753,30.53
North,2023-01-02,433686.25,1733,71.41
South,2023-07-26,152528.24,4456,99.82
East,2023-12-31,166642.57,2986,34.43
West,2023-11-26,346407.8,3235,3.16
North,2023-10-25,225810.16,2816,98.02
South,2023-09-15,481516.97,3760,57.67
East,2023-01-27,171785.0,2216,33.38
West,2023-08-14,262581.88,2666,75.79
North,2023-07-22,282329.98,1783,76.61
South,2023-10-24,348595.81,3366,96.15
East,2023-10-01,219256.72,4403,37.69
West,2023-02-06,310178.65,1210,6.14
North,2023-02-03,482429.67,3230,23.42
South,2023-03-25,485065.48,2531,2.21
East,2023-02-12,396331.12,4971,77.7
West,2023-11-18,357885.84,1035,80.59
North,2023-03-20,334105.82,1280,31.97
South,2023-04-24,204396.19,3534,35.19
East,2023-03-20,434483.74,1912,67.61
West,2023-09-26,259189.16,1335,47.84
North,2023-03-02,380301.7,4193,7.34
South,2023-12-10,205546.92,4771,8.22
East,2023-07-10,202174.93,4552,83.17
West,2023-12-24,220371.55,2699,86.78
North,2023-10-28,125014.39,2898,40.15
South,2023-02-11,120788.24,1186,69.69
East,2023-01-30,222913.77,3612,19.81
West,2023-11-21,352491.76,3580,52.85
North,2023-03-31,322350.95,4479,13.86
South,2023-04-22,265136.66,4186,85.62
East,2023-04-25,395637.22,2562,85.59
West,2023-05-21,180456.71,3341,59.02
North,2023-07-18,222561.24,1664,57.97
South,2023-10-11,252679.63,4371,4.93
East,2023-11-26,453653.76,3373,65.84
West,2023-08-08,303769.04,3415,26.29
North,2023-08-02,325628.84,2721,18.23
South,2023-08-10,423131.26,4402,47.24
East,2023-11-07,322034.71,3264,35.26
West,2023-08-25,141796.82,4054,0.81
North,2023-12-17,254625.63,1349,35.29
South,2023-02-18,338252.82,4398,63.04
East,2023-06-16,281201.98,2569,81.96
West,2023-10-05,147663.53,4078,85.32
North,2023-02-15,289611.51,3804,59.46
South,2023-05-18,299447.23,3397,36.5
East,2023-01-10,261665.23,4347,26.52
West,2023-03-27,168723.12,1123,76.65
North,2023-07-03,125517.08,2017,80.77
South,2023-07-22,149982.63,3182,27.3
East,2023-12-06,495294.04,1501,9.33
West,2023-02-06,289235.12,4436,0.1
North,2023-04-20,343428.67,1223,85.9
South,2023-11-29,486772.51,2761,51.67
East,2023-09-18,295648.21,1793,79.74
West,2023-10-04,279307.75,3264,43.42
North,2023-04-23,235461.5,1085,82.0
South,2023-03-15,308816.4,2478,30.91
East,2023-09-26,454968.64,3984,7.6
West,2023-06-28,385905.3,2945,16.09
North,2023-11-08,205194.86,1244,12.7
South,2023-04-25,421626.39,4301,39.15
East,2023-05-26,367188.17,2975,7.06
West,2023-08-30,230603.89,1821,98.68
North,2023-10-21,446814.19,3656,74.31
South,2023-02-12,476237.76,4094,36.34
East,2023-02-28,406052.29,3376,87.96
West,2023-09-29,143808.77,1883,36.78
North,2023-09-17,486476.7,3557,28.48
South,2023-10-20,402174.06,1289,22.58
East,2023-08-23,341195.18,4201,56.22
West,2023-05-23,425274.83,1515,69.23
North,2023-11-12,254606.92,4973,29.49
South,2023-11-29,180679.59,2622,16.41
East,2023-04-17,137942.98,2312,73.86
West,2023-01-17,299373.69,1957,66.36
North,2023-10-11,302971.73,1275,80.86
South,2023-10-24,304047.93,4225,86.28
East,2023-12-01,396220.87,1121,7.3
West,2023-08-31,373478.68,2403,19.24
North,2023-02-11,378107.88,1649,54.7
South,2023-03-07,457361.64,4477,8.05
East,2023-12-10,260968.05,1271,37.19
West,2023-09-02,239212.89,3566,5.86
North,2023-12-16,144888.12,2372,65.17
South,2023-10-13,114673.77,4169,50.73
East,2023-05-31,374737.98,3596,98.81
West,2023-04-27,440294.68,2293,53.67
North,2023-08-27,127333.95,4884,99.51
South,2023-02-12,107477.19,1396,18.79
East,2023-08-29,181738.24,2308,4.45
West,2023-03-08,281884.23,4317,65.49
North,2023-12-06,487416.68,3731,31.03
South,2023-10-09,169329.79,4345,62.52
East,2023-07-17,214594.88,4773,83.41
West,2023-08-24,192788.61,2520,25.6
North,2023-09-26,420030.81,1170,61.68
South,2023-10-07,454593.27,4326,79.42
East,2023-04-19,462489.38,4821,68.77
West,2023-11-22,293649.4,2660,79.79
North,2023-10-27,223608.82,3592,85.24
South,2023-06-23,222898.22,4983,77.26
East,2023-08-29,401402.8,3236,38.59
West,2023-05-31,276157.02,1514,17.29
North,2023-09-17,265163.27,3779,7.28
South,2023-11-03,485927.15,1446,97.82
East,2023-04-11,194909.47,2912,2.0
West,2023-05-27,174038.41,2596,14.28
North,2023-01-30,247439.83,3403,74.55
South,2023-01-20,399512.77,3592,93.35
East,2023-10-05,498748.31,3457,98.72
West,2023-12-22,368288.1,4971,49.78
North,2023-03-25,293650.98,1793,89.02
South,2023-09-09,152889.3,1097,53.58
East,2023-06-24,306980.37,3643,4.09
West,2023-12-09,374712.48,1558,55.56
North,2023-02-11,440336.93,1581,89.39
South,2023-10-04,494368.28,2037,84.81
East,2023-08-06,224811.36,4567,79.83
West,2023-07-26,354577.85,4532,33.33
North,2023-06-23,462287.15,4219,21.34
South,2023-12-15,275950.94,4036,23.3
East,2023-03-21,187248.72,1961,16.05
West,2023-04-25,386752.78,2019,72.24
North,2023-08-03,242734.45,4763,63.12
South,2023-04-08,201730.35,1058,10.22
East,2023-08-22,282381.64,3408,77.25
